Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Charging,Colors,Price,Performance,Loudspeaker_1,Battery life,Dual,Models,Display,Camera,Audio quality,Dual_1,Talk time,SAR,Stand-by,Infrared port,SAR EU,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,Triple
motorola,Motorola WX395,https://cdn2.gsmarena.com/vv/bigpic/motorola-wx395.jpg,GSM,GSM 900 / 1800,No,,,,"2009, December. Released 2010",Discontinued,"105 x 44.9 x 12 mm, 55.3 cc (4.13 x 1.77 x 0.47 in)",83 g without battery (2.93 oz),,Mini-SIM,MP3/WAV/AAC+ player Organizer Voice memo Predictive text input,"CSTN, 65K colors","1.75 inches, 9.6 cm2 (~20.4% screen-to-body ratio)",128 x 160 pixels (~117 ppi density),,,,,,"microSD, up to 2 GB (dedicated slot)",,1.3 MP,,No,,,,Yes,No,Removable Li-Ion 650 mAh battery,No,"2.0, A2DP",No,,No,miniUSB 2.0,,,Black,About 70 EUR,,,,,,,,,,Up to 7 h 30 min,,Up to 470 h,,,Class 10,No,,800 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola WX390,https://cdn2.gsmarena.com/vv/bigpic/motorola-wx350.jpg,GSM,GSM 900 / 1800,No,,,,"2009, December. Released 2010",Discontinued,"105 x 44.9 x 12 mm, 55.3 cc (4.13 x 1.77 x 0.47 in)",83 g without battery (2.93 oz),,Mini-SIM,MP3/WAV/AAC+ player Organizer Voice memo Predictive text input,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~21.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,"microSD, up to 2 GB (dedicated slot)",,VGA,,No,,,,Yes,No,Removable Li-Ion 650 mAh battery,No,"2.0, A2DP",No,,No,miniUSB 2.0,,,Black,About 60 EUR,,,,,,,,,,Up to 9 h,,Up to 380 h,,,Class 10,No,,800 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola WX288,https://cdn2.gsmarena.com/vv/bigpic/motorola-wx288.jpg,GSM,GSM 900 / 1800,No,,,,"2009, December. Released 2010",Discontinued,"107 x 46 x 12.2 mm, 59.8 cc (4.21 x 1.81 x 0.48 in)",66 g (2.33 oz),,Mini-SIM,Calendar Voice memo Predictive text input,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~20.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,No,,VGA,,No,,,,Yes,No,Removable Li-Ion 650 mAh battery,No,2.0,No,,"FM radio, RDS",miniUSB,,,Black,About 60 EUR,,,,,,,,,,Up to 7 h,,Up to 715 h,,,Class 10,No,,800 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola WX280,https://cdn2.gsmarena.com/vv/bigpic/motorola-wx280.jpg,GSM,GSM 900 / 1800,No,,,,"2009, December. Released 2010",Discontinued,"107 x 46 x 12.2 mm, 59.8 cc (4.21 x 1.81 x 0.48 in)",66 g (2.33 oz),,Mini-SIM,Calendar Voice memo Predictive text input,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~20.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,No,,VGA,,No,,,,Yes,No,Removable Li-Ion 650 mAh battery,No,No,No,,"FM radio, RDS",miniUSB,,,Black,About 40 EUR,,,,,,,,,,Up to 9 h,,Up to 550 h,,,Class 10,No,,800 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola WX180,https://cdn2.gsmarena.com/vv/bigpic/motorola-wx180.jpg,GSM,GSM 900 / 1800,No,,,,"2009, October. Released 2010, February",Discontinued,"106 x 46 x 14.5 mm, 70.7 cc (4.17 x 1.81 x 0.57 in)",65 g (2.29 oz),,Mini-SIM,Calendar Voice memo Predictive text input,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~14.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,,No,,,,,,,,Yes,No,Removable Li-Ion 650 mAh battery,No,No,No,,"FM radio, RDS",miniUSB,,,Black,About 20 EUR,,,,,,,,,,Up to 8 h,1.08 W/kg (head)     0.58 W/kg (body),Up to 400 h,,,No,No,,100 entries,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,,No,,,,,
motorola,Motorola WX160,https://cdn2.gsmarena.com/vv/bigpic/motorola-wx160.jpg,GSM,GSM 900 / 1800,No,,,,"2009, October. Released 2009, November",Discontinued,106 x 46 x 14.5 mm (4.17 x 1.81 x 0.57 in),65 g (2.29 oz),,Mini-SIM,Calendar Voice memo Predictive text input,Monochrome graphic with colour background,"1.3 inches, 5.0 cm2 (~10.3% screen-to-body ratio)","64 x 96 pixels, 3:2 ratio (~89 ppi density)",,,,,,No,,,,,,,,Yes,No,Removable Li-Ion 650 mAh battery,No,No,No,,"FM radio, RDS",Proprietary,,,Black,About 30 EUR,,,,,,,,,,Up to 8 h,1.08 W/kg (head)     0.58 W/kg (body),Up to 400 h,,,No,No,,500 entries,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,,No,,,,,
motorola,Motorola Motocubo A45,https://cdn2.gsmarena.com/vv/bigpic/motorola-a45.jpg,GSM,GSM 850 / 900 / 1800 / 1900,No,,,,"2009, October. Released 2009, October",Discontinued,82 x 61.5 x 16.6 mm (3.23 x 2.42 x 0.65 in),110 g (3.88 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.263 player Organizer Voice memo/dial Predictive text input,"TFT, 256K colors","2.5 inches, 19.4 cm2 (~38.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~160 ppi density)",,,,,,"microSD, up to 32 GB (dedicated slot), 2 GB included",32 MB,2 MP,,15-20fps,,,,Yes,Yes,Removable Li-Ion 930 mAh battery (BN60),No,"2.0, A2DP",No,,"Stereo FM radio, RDS, recording",microUSB 2.0,,,White,About 100 EUR,,,,,,,,,,Up to 8 h 30 min,0.55 W/kg (head)     0.98 W/kg (body),Up to 350 h,,0.36 W/kg (head),Class 10,Class 10,QWERTY,"1500 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,,
motorola,Motorola DEXT MB220,https://cdn2.gsmarena.com/vv/bigpic/moto-cliq.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100  - American version,HSDPA 900 / 1700 / 2100,,HSPA 7.2/0.384 Mbps,"2009, September. Released 2009, October",Discontinued,114 x 58 x 15.6 mm (4.49 x 2.28 x 0.61 in),163 g (5.75 oz),,Mini-SIM,MOTOBLUR UI with Live Widgets,"TFT capacitive touchscreen, 256K colors (65K effective)","3.1 inches, 28.6 cm2 (~43.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~186 ppi density)",Corning Gorilla Glass,Android 1.5 (Cupcake),Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSD, up to 32 GB (dedicated slot), 2 GB included","1 GB, 256 MB RAM","5 MP, AF",,320p@24fps,,,,Yes,Yes,Removable Li-Ion 1420 mAh battery,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",,"Midnight Titanium, Winter White",About 130 EUR,,,,,,,,,,Up to 6 h,0.69 W/kg (head)     1.11 W/kg (body),Up to 320 h,,0.95 W/kg (head),,,QWERTY,,,,,,,HTML,,,,,
motorola,Motorola ROKR ZN50,https://cdn2.gsmarena.com/vv/bigpic/motorola-rokr-zn50.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,SRS WOW HD technology,HSDPA 2100,,HSPA 7.2/0.384 Mbps,"2009, July. Released 2009",Discontinued,108.9 x 54 x 14.3 mm (4.29 x 2.13 x 0.56 in),143 g (5.04 oz),,Mini-SIM,T-DMB2 TV tuner SKT T-Map Navigation MP3/eAAC+/WMA player MP4/WMV/H.263 player Organizer Voice memo Predictive text input,"TFT resistive touchscreen, 256K colors","3.2 inches, 28.2 cm2 (~48.0% screen-to-body ratio)","240 x 427 pixels, 16:9 ratio (~153 ppi density)",,,,,,"microSD, up to 16 GB (dedicated slot)",,"3.15 MP, AF",,Yes,VGA,,,Yes,Yes,Removable Li-Ion 950 mAh battery,No,"2.1, A2DP","Yes, with A-GPS",,"FM radio, RDS",miniUSB,Accelerometer,,Black,About 140 EUR,,,,,,,,,,Up to 4 h,0.37 W/kg (head)     0.41 W/kg (body),Up to 200 h,,,,,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",Up to 30 h,WAP 2.0/xHTML,,,,,
motorola,Motorola Karma QA1,https://cdn2.gsmarena.com/vv/bigpic/Motorola-QA1-for-ATT.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Screensavers and wallpapers,HSDPA 850 / 1900,,HSPA,"2009, June. Released 2009, August",Discontinued,88 x 64 x 17.9 mm (3.46 x 2.52 x 0.70 in),141 g (4.97 oz),,Mini-SIM,No,"TFT, 256K colors","2.5 inches, 19.4 cm2 (~34.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~160 ppi density)",,,,,,"microSD, up to 16 GB (dedicated slot)",100 MB,2 MP,LED flash,@15fps,,,,Yes,Yes,Removable Li-Ion 1170 mAh battery,No,"2.0, A2DP","Yes, with A-GPS",,No,microUSB 2.0,,,Black,About 110 EUR,,,,,,,,,,Up to 5 h 20 min (2G) / Up to 3 h 40 min (3G),0.55 W/kg (head)     1.25 W/kg (body),Up to 347 h (2G) / Up to 312 h (3G),,0.34 W/kg (head),,,QWERTY,Yes,"20 dialed, 20 received, 20 missed calls","SMS(threaded view), MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,,
motorola,Motorola L800t,https://cdn2.gsmarena.com/vv/bigpic/motorola-l800t.jpg,GSM,GSM 900 / 1800 / 1900,ModeShift morphing keypad,TD-SCDMA,,,"2009, June. Released 2009",Discontinued,117 x 49 x 15 mm (4.61 x 1.93 x 0.59 in),110g (3.88 oz),,Mini-SIM,MP3/AAC+ player MP4/H.263 player Organizer Predictive text input,"TFT, 16M colors","1.9 inches, 11.4 cm2 (~19.8% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,No,64 MB,2 MP,,Yes,Yes,,,Yes,No,Removable Li-Ion 1130 mAh battery,No,"2.0, A2DP",No,,No,miniUSB 2.0,,,Hyun Black Shadow,About 100 EUR,,,,,,,,,,Up to 5 h,1.26 W/kg (head)     0.41 W/kg (body),Up to 200 h,,0.89 W/kg (head),Class 10,Class 10,,"Yes, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,,
motorola,Motorola W7 Active Edition,https://cdn2.gsmarena.com/vv/bigpic/motorola-w7.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,MP3/AAC+ player Organizer Voice memo Fitness applications Pedometer Stopwatch MotoID music recognition Push-to-Talk Predictive text input,UMTS 850 / 1900 / 2100,,"Yes, 384 kbps","2009, May. Released 2009, September",Discontinued,99 x 49 x 15 mm (3.90 x 1.93 x 0.59 in),105g (3.70 oz),,Mini-SIM,Removable Li-Ion 910 mAh battery,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~30.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,,"microSD, up to 8 GB (dedicated slot)",30 MB,2 MP,,QCIF@15fps,VGA,,,Yes,No,,No,"2.0, A2DP",No,,FM radio,miniUSB,Accelerometer,,"Black, Licorice and Alpine White",About 70 EUR,,,,,,,,,,Up to 8 h (2G) / Up to 3 h 30 min (3G),1.45 W/kg (head)     0.80 W/kg (body),Up to 300 h (2G) / Up to 300 h (3G),,1.31 W/kg (head),,,,"500 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email","Yes, motion-based","Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola ROKR W6,https://cdn2.gsmarena.com/vv/bigpic/motorola-motorokr-w6.jpg,GSM,GSM 850 / 900 / 1800 / 1900,"Second external CSTN, 65K colors display (96 x 80 pixels)",,,,"2009, April. Released 2009, May",Discontinued,99 x 46 x 17.5 mm (3.90 x 1.81 x 0.69 in),107 g (3.77 oz),,Mini-SIM,No,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~24.9% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,"microSD, up to 2 GB (dedicated slot)",20 MB,1.3 MP,,Yes,,,,Yes,No,Removable Li-Ion 880 mAh battery,No,"2.0, A2DP",No,,No,miniUSB,,,,About 70 EUR,,,,,,,,,,Up to 6 h 40 min,1.08 W/kg (head)     0.55 W/kg (body),Up to 350 h,,0.76 W/kg (head),Class 10,Class 10,,"1000 entries, Photocall","40 dialed, 40 received, 40 missed calls","SMS, EMS, MMS, Email",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola MC55,https://cdn2.gsmarena.com/vv/bigpic/motorola-mc55.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Shock resistant Drop-to-concrete resistance up to 1.2m Barcode scanner,,,,"2009, March. Released 2009, May",Discontinued,"152 x 77 x 27 mm, 85 cc (5.98 x 3.03 x 1.06 in)",336 g (11.85 oz),,Mini-SIM,No,"TFT resistive touchscreen, 65k colors","3.5 inches, 37.9 cm2 (~32.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)",,Microsoft Windows Mobile 6.1 Professional,,520 MHz Intel PXA270,,"microSD, up to 8 GB (dedicated slot)","256 MB, 128 MB RAM","2 MP, AF",LED flash,Yes,,,,Yes,No,Removable Li-Ion 2400 mAh battery,Wi-Fi 802.11 b/g,2.0,"Yes, with A-GPS",,No,1.1 (USB host),,,Black,About 150 EUR,,,,,,,,,,Up to 6 h,,Up to 100 h,,,Class 12,Class 12,QWERTY,,,,,,,"WAP 2.0/xHTML, HTML",,,,,
motorola,Motorola ZN300,https://cdn2.gsmarena.com/vv/bigpic/motorola-zn300.jpg,GSM,GSM 850 / 900 / 1800 / 1900,ModeShift morphing keypad,,,,"2009, March. Released 2009, May",Discontinued,95.6 x 46 x 15 mm (3.76 x 1.81 x 0.59 in),103 g (3.63 oz),,Mini-SIM,No,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",,Linux / Java-based MOTOMAGX,,,,"microSD, up to 32 GB (dedicated slot)",8 MB,3.15 MP,flash,@15-20fps,,,,Yes,Yes,Removable Li-Ion 940 mAh battery,No,"2.0, A2DP",No,,Stereo FM radio,2.0,,,Black,About 60 EUR,,,,,,,,,,Up to 7 h 30 min,1.09 W/kg (head)     0.77 W/kg (body),Up to 400 h,,0.83 W/kg (head),Class 10,Class 10,,,,,,,,"WAP 2.0/xHTML, HTML (Opera mini)",,,,,
motorola,Motorola E11,https://cdn2.gsmarena.com/vv/bigpic/motorola-e11.jpg,GSM,GSM 900 / 1800,Handwriting recognition 3D User Interface,,,,"2009, September. Released 2009, Q4",Discontinued,108 x 57 x 14.2 mm (4.25 x 2.24 x 0.56 in),139 g (4.90 oz),,Mini-SIM,No,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~39.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,microSD (dedicated slot),,3.15 MP,,Yes,,,,Yes,No,Removable Li-Ion 910 mAh battery,No,"2.0, A2DP",No,,No,miniUSB,,,Black,About 120 EUR,,,,,,,,,,Up to 5 h,,Up to 210 h,,,Class 10,Class 10,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola A3100,https://cdn2.gsmarena.com/vv/bigpic/motorola-a3100.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Handwriting recognition,HSDPA 850 / 1900 / 2100,,HSPA 7.2/0.384 Mbps,"2009, January. Released 2009, March",Discontinued,110 x 59.7 x 13.7 mm (4.33 x 2.35 x 0.54 in),119 g (4.20 oz),,Mini-SIM,Pocket Office  Voice memo MP3/WMA/MP4/WMV player,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSD, up to 16 GB (dedicated slot)","256 MB, 128 MB RAM","3.15 MP, AF",LED flash,Yes,VGA videocall camera,,,Yes,Yes,Removable Li-Ion 1170 mAh battery,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",,No,miniUSB,,,Black,About 150 EUR,,,,,,,,,,Up to 6 h 48 min,1.31 W/kg (head)     1.33 W/kg (body),Up to 298 h,,0.93 W/kg (head),,,,,,,,,,"WAP 2.0/xHTML, HTML",,,,,
motorola,Motorola A3000,https://cdn2.gsmarena.com/vv/bigpic/motorola-a3000.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Trackball,,,,"2009, January. Released 2009, March",Discontinued,109 x 60 x 13.8 mm (4.29 x 2.36 x 0.54 in),119 g (4.20 oz),,Mini-SIM,Handwriting recognition,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~37.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Microsoft Windows Mobile 6.1 Professional,Qualcomm ESM7206A,400 MHz ARM 11,Adreno 130,"microSD, up to 32 GB (dedicated slot)","256 MB, 128 MB RAM","3.15 MP, AF",LED flash,Yes,,,,Yes,Yes,Removable Li-Ion 1130 mAh battery,No,"2.0, A2DP","Yes, with A-GPS",,No,miniUSB,,,Black,About 130 EUR,,,,,,,,,,Up to 7 h,1.31 W/kg (head)     1.33 W/kg (body),Up to 300 h,,0.93 W/kg (head),Class 12,Class 12,,,,,,,,"WAP 2.0/xHTML, HTML",,,,,
motorola,Motorola Tundra VA76r,https://cdn2.gsmarena.com/vv/bigpic/motorola-va76r.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"External display, 96 x 80 pixels, 1.05 inches",HSDPA 850 / 1900,,HSPA 3.6/0.384 Mbps,"2009, January. Released 2009, January",Discontinued,"98 x 53.8 x 24 mm, 140 cc (3.86 x 2.12 x 0.94 in)",107 g (3.77 oz),,Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~28.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,Linux / Java-based MOTOMAGX,,,,"microSD, up to 4 GB (dedicated slot)",100 MB,2 MP,,Yes,,,,Yes,No,Removable Li-Ion 1130 mAh battery,No,"2.0, A2DP","Yes, with A-GPS",,No,2.0,,,Grey,About 150 EUR,,,,,,,,,,Up to 5 h 16 min,1.32 W/kg (head)     0.80 W/kg (body),Up to 480 h,,0.91 W/kg (head),,,,,,,,,,WAP 2.0/xHTML,,,,,
motorola,Motorola W233 Renew,https://cdn2.gsmarena.com/vv/bigpic/motorola-w233-renew.jpg,GSM,GSM 850 / 1900,No,,,,"2009, January. Released 2009, February",Discontinued,"111 x 45 x 14.7 mm, 66.7 cc (4.37 x 1.77 x 0.58 in)",83 g (2.93 oz),,Mini-SIM,"Body made from recycled plastic  Carbon neutral, 100% recyclable MP3 player Predictive text input Organizer Voice memo","CSTN, 65K colors","1.6 inches, 8.3 cm2 (~16.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~113 ppi density)",,,,,,"microSD, up to 2 GB (dedicated slot)",,,,,,,,Yes,No,Removable Li-Ion battery,No,No,No,,No,1.1,,,Green,About 50 EUR,,,,,,,,,,Up to 9 h,1.26 W/kg (head)     1.58 W/kg (body),Up to 450 h,,,Class 10,No,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS(750), MMS",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola COCKTAIL VE70,https://cdn2.gsmarena.com/vv/bigpic/motorola-ve70.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Navigation scroll wheel,,,HSPA 7.2/3.6 Mbps,"2008, November. Released 2009",Discontinued,105 x 51 x 20 mm (4.13 x 2.01 x 0.79 in),123 g (4.34 oz),,Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~28.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,Linux / Java-based MOTOMAGX,,,,"microSD, up to 4 GB (dedicated slot)",36 MB,2 MP,,Yes,,,,Yes,No,Removable Li-Ion 700 mAh battery (BC50),No,"2.0, A2DP",No,,,2.0,,,"Mint, Tropical",About 130 EUR,,,,,,,,,,Up to 4 h 40 min,,Up to 240 h,,,Class 12,Class 12,,,,,,,,WAP 2.0/xHTML,,,,,
motorola,Motorola VE66,https://cdn2.gsmarena.com/vv/bigpic/motorola-ve66.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Navigation scroll wheel Screensavers and wallpapers,,,,"2008, November. Released 2009, February",Discontinued,"103 x 49.5 x 15.2 mm, 68 cc (4.06 x 1.95 x 0.60 in)",121 g (4.27 oz),,Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,Linux / Java-based MOTOMAGX,,500 MHz Freescale MXC275-30,,microSD (dedicated slot),"110 MB, 256 MB ROM","5 MP, AF",LED flash,Yes,,,,Yes,No,Removable Li-Ion 810 mAh battery,"Wi-Fi 802.11 b/g, DLNA","2.0, A2DP",No,,"Stereo FM radio, RDS",microUSB 2.0,,,,About 100 EUR,,,,,,,,,,Up to 6 h 40 min,0.99 W/kg (head)     0.59 W/kg (body),Up to 400 h,,0.71 W/kg (head),Class 12,Class 12,,,,,,,,"WAP 2.0/xHTML, HTML (Opera browser)",,,,,
motorola,Motorola EM35,https://cdn2.gsmarena.com/vv/bigpic/motorola-em35.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Navigation scroll wheel Screensavers and wallpapers,,,,"2008, October. Released 2009, Q1",Discontinued,"107 x 49.5 x 16 mm, 71.5 cc (4.21 x 1.95 x 0.63 in)",116 g (4.09 oz),,Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~28.3% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,Linux / Java-based MOTOMAGX,,,,"microSD, up to 16 GB (dedicated slot)",110 MB,3.15 MP,,Yes,,,,Yes,Yes,Removable Li-Ion 810 mAh battery,No,"1.5, A2DP",No,,"Stereo FM radio, RDS",Proprietary,,,Black,About 90 EUR,,,,,,,,,,Up to 6 h 40 min,0.76 W/kg (head)     0.54 W/kg (body),Up to 400 h,,0.70 W/kg (head),Class 12,Class 12,,,,,,,,WAP 2.0/xHTML,,,,,
motorola,Motorola Aura,https://cdn2.gsmarena.com/vv/bigpic/motorola-aura.jpg,GSM,GSM 850 / 900 / 1800 / 1900,No,,,,"2008, October. Released 2008, December",Discontinued,96.9 x 47.6 x 18.6 mm (3.81 x 1.87 x 0.73 in),141 g (4.97 oz),,Mini-SIM,Stainless steel housing with chemically etched textures  Assisted-opening blade mechanism with carbon carbide coated main gears MP3/WAV/WMA/AAC+ player MP4/3gp player Voice memo Predictive text input,"TFT, 16M colors","1.55 inches, 7.7 cm2 (~16.8% screen-to-body ratio)","480 pixels diameter, 1:1 ratio (~309 ppi density)",,,,,,No,2 GB,2 MP,,Yes,,,,Yes,No,Removable Li-Ion 810 mAh battery,No,"2.0, A2DP",No,,No,2.0,,,Silver,About 530 EUR,,,,,,,,,,Up to 7 h 20 min,0.43 W/kg (head)     0.76 W/kg (body),Up to 410 h,,0.32 W/kg (head),Class 12,Class 12,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
motorola,Motorola Q 11,https://cdn2.gsmarena.com/vv/bigpic/motorola-q-11.jpg,GSM,GSM 850 / 900 / 1800 / 1900,5-way navigation button Downloadable wallpaper and screensavers,,,,"2008, October. Released 2008, December",Discontinued,"117 x 64 x 11.7 mm, 85 cc (4.61 x 2.52 x 0.46 in)",115 g (4.06 oz),,Mini-SIM,No,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~23.8% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 6.1 Standard,,Freescale ARM 7 LTE,,"microSD, up to 16 GB (dedicated slot)","64 MB RAM, 128 MB Flash",3.15 MP,LED flash,@15fps,,,,Yes,No,Removable Li-Ion 1170 mAh battery,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,No,microUSB 1.1,,,Black,About 150 EUR,,,,,,,,,,Up to 7 h 30 min,1.48 W/kg (head)     0.73 W/kg (body),Up to 195 h,,0.85 W/kg (head),Class 10,Class 10,QWERTY,,,,,,,WAP 2.2/HTML (Pocket IE6),,,,,
motorola,Motorola VE538,https://cdn2.gsmarena.com/vv/bigpic/motorola-ve538.jpg,GSM / UMTS,GSM 900 / 1800 / 1900,MP3/AAC+/WMA/WMV player Organizer Voice memo/dial Predictive text input,UMTS 2100,,"Yes, 384 kbps","2008, September. Released 2009, January",Discontinued,"107 x 46 x 16 mm, 65 cc (4.21 x 1.81 x 0.63 in)",83 g (2.93 oz),,Mini-SIM,Removable Li-Ion battery,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~25.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,,"microSD, up to 4 GB (dedicated slot)",10 MB,2 MP,,Yes,VGA videocall camera,,,Yes,No,,No,"1.2, A2DP",No,,No,2.0,,,Black,About 70 EUR,,,,,,,,,,Up to 6 h,1.23 W/kg (head)     0.58 W/kg (body),Up to 310 h,,1.63 W/kg (head),,,,"500 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Push Email",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,,
